genero,title,vote_average,cast,director
Animation,9,6.6,Christopher Plummer Martin Landau John C. Reilly Crispin Glover Jennifer Connelly,Shane Acker
Science,9,6.6,Christopher Plummer Martin Landau John C. Reilly Crispin Glover Jennifer Connelly,Shane Acker
Fiction,9,6.6,Christopher Plummer Martin Landau John C. Reilly Crispin Glover Jennifer Connelly,Shane Acker
Thriller,9,6.6,Christopher Plummer Martin Landau John C. Reilly Crispin Glover Jennifer Connelly,Shane Acker
Thriller,side effects,6.4,Jude Law Rooney Mara Catherine Zeta-Jones Channing Tatum Vinessa Shaw,Steven Soderbergh
Crime,side effects,6.4,Jude Law Rooney Mara Catherine Zeta-Jones Channing Tatum Vinessa Shaw,Steven Soderbergh
Drama,side effects,6.4,Jude Law Rooney Mara Catherine Zeta-Jones Channing Tatum Vinessa Shaw,Steven Soderbergh
Comedy,the prince & me,5.9,Julia Stiles Luke Mably Ben Miller Miranda Richardson James Fox,Martha Coolidge
Romance,the prince & me,5.9,Julia Stiles Luke Mably Ben Miller Miranda Richardson James Fox,Martha Coolidge
Animation,winnie the pooh,6.8,Jim Cummings Travis Oates Bud Luckey Craig Ferguson Tom Kenny,Stephen Anderson
Family,winnie the pooh,6.8,Jim Cummings Travis Oates Bud Luckey Craig Ferguson Tom Kenny,Stephen Anderson
Comedy,dumb and dumberer: when harry met lloyd,4.1,Mimi Rogers Eric Christian Olsen Luis Guzm\u00e1n Rachel Nichols Eugene Levy,Troy Miller
Comedy,bulworth,6.3,Warren Beatty Halle Berry Sean Astin Christine Baranski Adilah Barnes,Warren Beatty
Drama,bulworth,6.3,Warren Beatty Halle Berry Sean Astin Christine Baranski Adilah Barnes,Warren Beatty
Drama,get on up,6.4,Chadwick Boseman Nelsan Ellis Dan Aykroyd Viola Davis Lennie James,Tate Taylor
Music,get on up,6.4,Chadwick Boseman Nelsan Ellis Dan Aykroyd Viola Davis Lennie James,Tate Taylor
Drama,one true thing,6.2,Meryl Streep Ren\u00e9e Zellweger William Hurt Tom Everett Scott Lauren Graham,Carl Franklin
Romance,one true thing,6.2,Meryl Streep Ren\u00e9e Zellweger William Hurt Tom Everett Scott Lauren Graham,Carl Franklin
Action,virtuosity,5.4,Denzel Washington Russell Crowe Kelly Lynch William Forsythe Stephen Spinella,Brett Leonard
Crime,virtuosity,5.4,Denzel Washington Russell Crowe Kelly Lynch William Forsythe Stephen Spinella,Brett Leonard
Science,virtuosity,5.4,Denzel Washington Russell Crowe Kelly Lynch William Forsythe Stephen Spinella,Brett Leonard
Fiction,virtuosity,5.4,Denzel Washington Russell Crowe Kelly Lynch William Forsythe Stephen Spinella,Brett Leonard
Thriller,virtuosity,5.4,Denzel Washington Russell Crowe Kelly Lynch William Forsythe Stephen Spinella,Brett Leonard
Fantasy,my super ex-girlfriend,4.8,Uma Thurman Luke Wilson Anna Faris Eddie Izzard Rainn Wilson,Ivan Reitman
Drama,my super ex-girlfriend,4.8,Uma Thurman Luke Wilson Anna Faris Eddie Izzard Rainn Wilson,Ivan Reitman
Action,my super ex-girlfriend,4.8,Uma Thurman Luke Wilson Anna Faris Eddie Izzard Rainn Wilson,Ivan Reitman
Comedy,my super ex-girlfriend,4.8,Uma Thurman Luke Wilson Anna Faris Eddie Izzard Rainn Wilson,Ivan Reitman
Crime,my super ex-girlfriend,4.8,Uma Thurman Luke Wilson Anna Faris Eddie Izzard Rainn Wilson,Ivan Reitman
Thriller,deliver us from evil,5.9,Eric Bana Edgar Ram\u00edrez Olivia Munn Joel McHale Sean Harris,Scott Derrickson
Crime,deliver us from evil,5.9,Eric Bana Edgar Ram\u00edrez Olivia Munn Joel McHale Sean Harris,Scott Derrickson
Horror,deliver us from evil,5.9,Eric Bana Edgar Ram\u00edrez Olivia Munn Joel McHale Sean Harris,Scott Derrickson
Action,sanctum,5.8,Ioan Gruffudd Richard Roxburgh Alice Parkinson Daniel Wyllie Allison Cratchley,Alister Grierson
Thriller,sanctum,5.8,Ioan Gruffudd Richard Roxburgh Alice Parkinson Daniel Wyllie Allison Cratchley,Alister Grierson
Comedy,little black book,5.2,Brittany Murphy Holly Hunter Kathy Bates Ron Livingston Kevin Sussman,Nick Hurran
Romance,little black book,5.2,Brittany Murphy Holly Hunter Kathy Bates Ron Livingston Kevin Sussman,Nick Hurran
Drama,little black book,5.2,Brittany Murphy Holly Hunter Kathy Bates Ron Livingston Kevin Sussman,Nick Hurran
Comedy,the five-year engagement,5.7,Jason Segel Emily Blunt Chris Pratt Alison Brie Rhys Ifans,Nicholas Stoller
Comedy,mr. 3000,5.0,Bernie Mac Angela Bassett Michael Rispoli Brian J. White Dondre Whitfield,Charles Stone III
Drama,mr. 3000,5.0,Bernie Mac Angela Bassett Michael Rispoli Brian J. White Dondre Whitfield,Charles Stone III
Romance,the next three days,6.9,Russell Crowe Elizabeth Banks Brian Dennehy RZA Moran Atias,Paul Haggis
Drama,the next three days,6.9,Russell Crowe Elizabeth Banks Brian Dennehy RZA Moran Atias,Paul Haggis
Thriller,the next three days,6.9,Russell Crowe Elizabeth Banks Brian Dennehy RZA Moran Atias,Paul Haggis
Crime,the next three days,6.9,Russell Crowe Elizabeth Banks Brian Dennehy RZA Moran Atias,Paul Haggis
Science,ultraviolet,4.8,Milla Jovovich Cameron Bright Nick Chinlund Sebastien Andrieu Ida Martin,Kurt Wimmer
Fiction,ultraviolet,4.8,Milla Jovovich Cameron Bright Nick Chinlund Sebastien Andrieu Ida Martin,Kurt Wimmer
Action,ultraviolet,4.8,Milla Jovovich Cameron Bright Nick Chinlund Sebastien Andrieu Ida Martin,Kurt Wimmer
Thriller,ultraviolet,4.8,Milla Jovovich Cameron Bright Nick Chinlund Sebastien Andrieu Ida Martin,Kurt Wimmer
Thriller,assault on precinct 13,6.0,Ethan Hawke Laurence Fishburne Gabriel Byrne Maria Bello Drea de Matteo,Jean-Fran\u00e7ois Richet
Action,the replacement killers,6.0,Chow Yun-fat Mira Sorvino Michael Rooker Kenneth Tsang J\u00fcrgen Prochnow,Antoine Fuqua
Drama,the replacement killers,6.0,Chow Yun-fat Mira Sorvino Michael Rooker Kenneth Tsang J\u00fcrgen Prochnow,Antoine Fuqua
Crime,the replacement killers,6.0,Chow Yun-fat Mira Sorvino Michael Rooker Kenneth Tsang J\u00fcrgen Prochnow,Antoine Fuqua
Thriller,the replacement killers,6.0,Chow Yun-fat Mira Sorvino Michael Rooker Kenneth Tsang J\u00fcrgen Prochnow,Antoine Fuqua
Action,fled,5.2,Laurence Fishburne Stephen Baldwin Salma Hayek Will Patton Robert John Burke,Kevin Hooks
Comedy,fled,5.2,Laurence Fishburne Stephen Baldwin Salma Hayek Will Patton Robert John Burke,Kevin Hooks
Thriller,fled,5.2,Laurence Fishburne Stephen Baldwin Salma Hayek Will Patton Robert John Burke,Kevin Hooks
Action,eight legged freaks,5.4,David Arquette Kari Wuhrer Scott Terra Scarlett Johansson Doug E. Doug,Ellory Elkayem
Comedy,eight legged freaks,5.4,David Arquette Kari Wuhrer Scott Terra Scarlett Johansson Doug E. Doug,Ellory Elkayem
Horror,eight legged freaks,5.4,David Arquette Kari Wuhrer Scott Terra Scarlett Johansson Doug E. Doug,Ellory Elkayem
Thriller,eight legged freaks,5.4,David Arquette Kari Wuhrer Scott Terra Scarlett Johansson Doug E. Doug,Ellory Elkayem
Drama,love & other drugs,6.6,Jake Gyllenhaal Anne Hathaway Oliver Platt Hank Azaria Gabriel Macht,Edward Zwick
Comedy,love & other drugs,6.6,Jake Gyllenhaal Anne Hathaway Oliver Platt Hank Azaria Gabriel Macht,Edward Zwick
Romance,love & other drugs,6.6,Jake Gyllenhaal Anne Hathaway Oliver Platt Hank Azaria Gabriel Macht,Edward Zwick
Crime,88 minutes,5.7,Al Pacino Alicia Witt Leelee Sobieski Amy Brenneman William Forsythe,Jon Avnet
Mystery,88 minutes,5.7,Al Pacino Alicia Witt Leelee Sobieski Amy Brenneman William Forsythe,Jon Avnet
Thriller,88 minutes,5.7,Al Pacino Alicia Witt Leelee Sobieski Amy Brenneman William Forsythe,Jon Avnet
Drama,north country,6.8,Charlize Theron Elle Peterson Thomas Curtis Frances McDormand Sean Bean,Niki Caro
Comedy,the whole ten yards,5.5,Bruce Willis Matthew Perry Amanda Peet Kevin Pollak Frank Collison,Howard Deutch
Thriller,the whole ten yards,5.5,Bruce Willis Matthew Perry Amanda Peet Kevin Pollak Frank Collison,Howard Deutch
Crime,the whole ten yards,5.5,Bruce Willis Matthew Perry Amanda Peet Kevin Pollak Frank Collison,Howard Deutch
Horror,splice,5.5,Adrien Brody Sarah Polley Delphine Chan\u00e9ac David Hewlett Abigail Chu,Vincenzo Natali
Thriller,splice,5.5,Adrien Brody Sarah Polley Delphine Chan\u00e9ac David Hewlett Abigail Chu,Vincenzo Natali
Science,splice,5.5,Adrien Brody Sarah Polley Delphine Chan\u00e9ac David Hewlett Abigail Chu,Vincenzo Natali
Fiction,splice,5.5,Adrien Brody Sarah Polley Delphine Chan\u00e9ac David Hewlett Abigail Chu,Vincenzo Natali
Comedy,howard the duck,5.1,Lea Thompson Jeffrey Jones Tim Robbins Ed Gale Holly Robinson Peete,Willard Huyck
Fantasy,howard the duck,5.1,Lea Thompson Jeffrey Jones Tim Robbins Ed Gale Holly Robinson Peete,Willard Huyck
Science,howard the duck,5.1,Lea Thompson Jeffrey Jones Tim Robbins Ed Gale Holly Robinson Peete,Willard Huyck
Fiction,howard the duck,5.1,Lea Thompson Jeffrey Jones Tim Robbins Ed Gale Holly Robinson Peete,Willard Huyck
Thriller,pride and glory,6.3,Edward Norton Jon Voight Colin Farrell Noah Emmerich Jennifer Ehle,Gavin O'Connor
Crime,pride and glory,6.3,Edward Norton Jon Voight Colin Farrell Noah Emmerich Jennifer Ehle,Gavin O'Connor
Drama,pride and glory,6.3,Edward Norton Jon Voight Colin Farrell Noah Emmerich Jennifer Ehle,Gavin O'Connor
Action,the cave,5.1,Cole Hauser Eddie Cibrian Morris Chestnut Lena Headey Piper Perabo,Bruce Hunt
Adventure,the cave,5.1,Cole Hauser Eddie Cibrian Morris Chestnut Lena Headey Piper Perabo,Bruce Hunt
Horror,the cave,5.1,Cole Hauser Eddie Cibrian Morris Chestnut Lena Headey Piper Perabo,Bruce Hunt
Thriller,the cave,5.1,Cole Hauser Eddie Cibrian Morris Chestnut Lena Headey Piper Perabo,Bruce Hunt
Comedy,alex & emma,5.0,Luke Wilson Kate Hudson Sophie Marceau David Paymer Paul Wilson,Rob Reiner
Romance,alex & emma,5.0,Luke Wilson Kate Hudson Sophie Marceau David Paymer Paul Wilson,Rob Reiner
Drama,wicker park,6.7,Josh Hartnett Rose Byrne Matthew Lillard Diane Kruger Christopher Cousins,Paul McGuigan
Mystery,wicker park,6.7,Josh Hartnett Rose Byrne Matthew Lillard Diane Kruger Christopher Cousins,Paul McGuigan
Romance,wicker park,6.7,Josh Hartnett Rose Byrne Matthew Lillard Diane Kruger Christopher Cousins,Paul McGuigan
Thriller,wicker park,6.7,Josh Hartnett Rose Byrne Matthew Lillard Diane Kruger Christopher Cousins,Paul McGuigan
Horror,fright night,6.0,Anton Yelchin Colin Farrell Toni Collette Christopher Mintz-Plasse David Tennant,Craig Gillespie
Comedy,fright night,6.0,Anton Yelchin Colin Farrell Toni Collette Christopher Mintz-Plasse David Tennant,Craig Gillespie
Drama,the new world,6.4,Colin Farrell Q'orianka Kilcher Christopher Plummer Christian Bale August Schellenberg,Terrence Malick
History,the new world,6.4,Colin Farrell Q'orianka Kilcher Christopher Plummer Christian Bale August Schellenberg,Terrence Malick
Romance,the new world,6.4,Colin Farrell Q'orianka Kilcher Christopher Plummer Christian Bale August Schellenberg,Terrence Malick
Action,wing commander,4.0,Freddie Prinze Jr. Saffron Burrows Matthew Lillard Tch\u00e9ky Karyo J\u00fcrgen Prochnow,Christopher Roberts
Science,wing commander,4.0,Freddie Prinze Jr. Saffron Burrows Matthew Lillard Tch\u00e9ky Karyo J\u00fcrgen Prochnow,Christopher Roberts
Fiction,wing commander,4.0,Freddie Prinze Jr. Saffron Burrows Matthew Lillard Tch\u00e9ky Karyo J\u00fcrgen Prochnow,Christopher Roberts
Drama,in dreams,5.4,Annette Bening Aidan Quinn Stephen Rea Robert Downey Jr. Paul Guilfoyle,Neil Jordan
Thriller,in dreams,5.4,Annette Bening Aidan Quinn Stephen Rea Robert Downey Jr. Paul Guilfoyle,Neil Jordan
Action,dragonball evolution,2.9,Chow Yun-fat Justin Chatwin Joon Park Jamie Chung Emmy Rossum,James Wong
Adventure,dragonball evolution,2.9,Chow Yun-fat Justin Chatwin Joon Park Jamie Chung Emmy Rossum,James Wong
Fantasy,dragonball evolution,2.9,Chow Yun-fat Justin Chatwin Joon Park Jamie Chung Emmy Rossum,James Wong
Science,dragonball evolution,2.9,Chow Yun-fat Justin Chatwin Joon Park Jamie Chung Emmy Rossum,James Wong
Fiction,dragonball evolution,2.9,Chow Yun-fat Justin Chatwin Joon Park Jamie Chung Emmy Rossum,James Wong
Thriller,dragonball evolution,2.9,Chow Yun-fat Justin Chatwin Joon Park Jamie Chung Emmy Rossum,James Wong
Action,the last stand,5.7,Arnold Schwarzenegger Forest Whitaker Rodrigo Santoro Johnny Knoxville Jaimie Alexander,Kim Jee-woon
Crime,the last stand,5.7,Arnold Schwarzenegger Forest Whitaker Rodrigo Santoro Johnny Knoxville Jaimie Alexander,Kim Jee-woon
Thriller,the last stand,5.7,Arnold Schwarzenegger Forest Whitaker Rodrigo Santoro Johnny Knoxville Jaimie Alexander,Kim Jee-woon
Drama,godsend,4.7,Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer,Nick Hamm
Horror,godsend,4.7,Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer,Nick Hamm
Science,godsend,4.7,Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer,Nick Hamm
Fiction,godsend,4.7,Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer,Nick Hamm
Thriller,godsend,4.7,Greg Kinnear Rebecca Romijn Robert De Niro Cameron Bright Zoie Palmer,Nick Hamm
Comedy,chasing liberty,6.1,Mandy Moore Stark Sands Tony Jayawardena Jeremy Piven Annabella Sciorra,Andy Cadiff
Romance,chasing liberty,6.1,Mandy Moore Stark Sands Tony Jayawardena Jeremy Piven Annabella Sciorra,Andy Cadiff
Comedy,hoodwinked too! hood vs. evil,4.8,Hayden Panettiere Bill Hader Joan Cusack Patrick Warburton Glenn Close,Mike Disa
Animation,hoodwinked too! hood vs. evil,4.8,Hayden Panettiere Bill Hader Joan Cusack Patrick Warburton Glenn Close,Mike Disa
Family,hoodwinked too! hood vs. evil,4.8,Hayden Panettiere Bill Hader Joan Cusack Patrick Warburton Glenn Close,Mike Disa
Drama,an unfinished life,6.7,Robert Redford Jennifer Lopez Morgan Freeman Becca Gardner Josh Lucas,Lasse Hallstr\u00f6m
Adventure,the imaginarium of doctor parnassus,6.3,Christopher Plummer Heath Ledger Johnny Depp Jude Law Colin Farrell,Terry Gilliam
Fantasy,the imaginarium of doctor parnassus,6.3,Christopher Plummer Heath Ledger Johnny Depp Jude Law Colin Farrell,Terry Gilliam
Mystery,the imaginarium of doctor parnassus,6.3,Christopher Plummer Heath Ledger Johnny Depp Jude Law Colin Farrell,Terry Gilliam
Comedy,barney's version,7.2,Paul Giamatti Dustin Hoffman Rosamund Pike Minnie Driver Rachelle Lefevre,Richard J. Lewis
Drama,barney's version,7.2,Paul Giamatti Dustin Hoffman Rosamund Pike Minnie Driver Rachelle Lefevre,Richard J. Lewis
Crime,runner runner,5.5,Ben Affleck Gemma Arterton Justin Timberlake Anthony Mackie David Costabile,Brad Furman
Thriller,runner runner,5.5,Ben Affleck Gemma Arterton Justin Timberlake Anthony Mackie David Costabile,Brad Furman
Drama,runner runner,5.5,Ben Affleck Gemma Arterton Justin Timberlake Anthony Mackie David Costabile,Brad Furman
Action,antitrust,5.8,Ryan Phillippe Rachael Leigh Cook Tim Robbins Claire Forlani Richard Roundtree,Peter Howitt
Crime,antitrust,5.8,Ryan Phillippe Rachael Leigh Cook Tim Robbins Claire Forlani Richard Roundtree,Peter Howitt
Drama,antitrust,5.8,Ryan Phillippe Rachael Leigh Cook Tim Robbins Claire Forlani Richard Roundtree,Peter Howitt
War,glory,7.4,Matthew Broderick Denzel Washington Cary Elwes Morgan Freeman Jihmi Kennedy,Edward Zwick
Drama,once upon a time in america,8.2,Robert De Niro James Woods Elizabeth McGovern Joe Pesci Burt Young,Sergio Leone
Crime,once upon a time in america,8.2,Robert De Niro James Woods Elizabeth McGovern Joe Pesci Burt Young,Sergio Leone
Thriller,dead man down,5.9,Colin Farrell Noomi Rapace Terrence Howard Dominic Cooper Isabelle Huppert,Niels Arden Oplev
Action,dead man down,5.9,Colin Farrell Noomi Rapace Terrence Howard Dominic Cooper Isabelle Huppert,Niels Arden Oplev
Crime,dead man down,5.9,Colin Farrell Noomi Rapace Terrence Howard Dominic Cooper Isabelle Huppert,Niels Arden Oplev
Drama,dead man down,5.9,Colin Farrell Noomi Rapace Terrence Howard Dominic Cooper Isabelle Huppert,Niels Arden Oplev
Drama,the merchant of venice,6.7,Al Pacino Jeremy Irons Joseph Fiennes Lynn Collins Zuleikha Robinson,Michael Radford
Romance,the merchant of venice,6.7,Al Pacino Jeremy Irons Joseph Fiennes Lynn Collins Zuleikha Robinson,Michael Radford
Crime,the good thief,6.0,Nick Nolte Tch\u00e9ky Karyo Nutsa Kukhianidze Marc Lavoine Sa\u00efd Taghmaoui,Neil Jordan
Drama,the good thief,6.0,Nick Nolte Tch\u00e9ky Karyo Nutsa Kukhianidze Marc Lavoine Sa\u00efd Taghmaoui,Neil Jordan
Thriller,the good thief,6.0,Nick Nolte Tch\u00e9ky Karyo Nutsa Kukhianidze Marc Lavoine Sa\u00efd Taghmaoui,Neil Jordan
Action,supercross,5.4,Steve Howey Mike Vogel Cameron Richardson Sophia Bush Channing Tatum,Steve Boyum
Adventure,supercross,5.4,Steve Howey Mike Vogel Cameron Richardson Sophia Bush Channing Tatum,Steve Boyum
Drama,supercross,5.4,Steve Howey Mike Vogel Cameron Richardson Sophia Bush Channing Tatum,Steve Boyum
Romance,supercross,5.4,Steve Howey Mike Vogel Cameron Richardson Sophia Bush Channing Tatum,Steve Boyum
Drama,miss potter,6.3,Ewan McGregor Ren\u00e9e Zellweger Emily Watson Barbara Flynn Bill Paterson,Chris Noonan
Family,miss potter,6.3,Ewan McGregor Ren\u00e9e Zellweger Emily Watson Barbara Flynn Bill Paterson,Chris Noonan
Romance,miss potter,6.3,Ewan McGregor Ren\u00e9e Zellweger Emily Watson Barbara Flynn Bill Paterson,Chris Noonan
Fantasy,the promise,5.0,Cecilia Cheung Liu Ye Hong Chen Cheng Qian Jang Dong-gun,Chen Kaige
Drama,the promise,5.0,Cecilia Cheung Liu Ye Hong Chen Cheng Qian Jang Dong-gun,Chen Kaige
Action,the promise,5.0,Cecilia Cheung Liu Ye Hong Chen Cheng Qian Jang Dong-gun,Chen Kaige
Thriller,the promise,5.0,Cecilia Cheung Liu Ye Hong Chen Cheng Qian Jang Dong-gun,Chen Kaige
Romance,the promise,5.0,Cecilia Cheung Liu Ye Hong Chen Cheng Qian Jang Dong-gun,Chen Kaige
Adventure,doa: dead or alive,5.0,Jaime Pressly Devon Aoki Holly Valance Sarah Carter Natassia Malthe,Corey Yuen Kwai
Action,doa: dead or alive,5.0,Jaime Pressly Devon Aoki Holly Valance Sarah Carter Natassia Malthe,Corey Yuen Kwai
Thriller,doa: dead or alive,5.0,Jaime Pressly Devon Aoki Holly Valance Sarah Carter Natassia Malthe,Corey Yuen Kwai
Action,the assassination of jesse james by the coward robert ford,7.0,Brad Pitt Casey Affleck Sam Shepard Mary-Louise Parker Paul Schneider,Andrew Dominik
Drama,the assassination of jesse james by the coward robert ford,7.0,Brad Pitt Casey Affleck Sam Shepard Mary-Louise Parker Paul Schneider,Andrew Dominik
Western,the assassination of jesse james by the coward robert ford,7.0,Brad Pitt Casey Affleck Sam Shepard Mary-Louise Parker Paul Schneider,Andrew Dominik
Adventure,1911,5.0,Jackie Chan Li Bingbing Joan Chen Jaycee Chan Sun Chun,Jackie Chan
Drama,1911,5.0,Jackie Chan Li Bingbing Joan Chen Jaycee Chan Sun Chun,Jackie Chan
Action,1911,5.0,Jackie Chan Li Bingbing Joan Chen Jaycee Chan Sun Chun,Jackie Chan
History,1911,5.0,Jackie Chan Li Bingbing Joan Chen Jaycee Chan Sun Chun,Jackie Chan
War,1911,5.0,Jackie Chan Li Bingbing Joan Chen Jaycee Chan Sun Chun,Jackie Chan
Comedy,little nicholas,5.9,Maxime Godart Val\u00e9rie Lemercier Kad Merad Sandrine Kiberlain Fran\u00e7ois-Xavier Demaison,Laurent Tirard
Thriller,wild card,5.4,Jason Statham Michael Angarano Milo Ventimiglia Dominik Garc\u00eda-Lorido Anne Heche,Simon West
Crime,wild card,5.4,Jason Statham Michael Angarano Milo Ventimiglia Dominik Garc\u00eda-Lorido Anne Heche,Simon West
Drama,wild card,5.4,Jason Statham Michael Angarano Milo Ventimiglia Dominik Garc\u00eda-Lorido Anne Heche,Simon West
Action,machine gun preacher,6.4,Gerard Butler Michelle Monaghan Kathy Baker Richard Goteri Peter Carey,Marc Forster
Thriller,machine gun preacher,6.4,Gerard Butler Michelle Monaghan Kathy Baker Richard Goteri Peter Carey,Marc Forster
Crime,machine gun preacher,6.4,Gerard Butler Michelle Monaghan Kathy Baker Richard Goteri Peter Carey,Marc Forster
Animation,animals united,5.5,Christoph Maria Herbst Ralf Schmitz Thomas Fritsch Bastian Pastewka Oliver Kalkofe,Reinhard Klooss
Family,animals united,5.5,Christoph Maria Herbst Ralf Schmitz Thomas Fritsch Bastian Pastewka Oliver Kalkofe,Reinhard Klooss
Comedy,animals united,5.5,Christoph Maria Herbst Ralf Schmitz Thomas Fritsch Bastian Pastewka Oliver Kalkofe,Reinhard Klooss
History,goodbye bafana,7.0,Joseph Fiennes Dennis Haysbert Diane Kruger Shiloh Henderson Patrick Lyster,Bille August
Drama,goodbye bafana,7.0,Joseph Fiennes Dennis Haysbert Diane Kruger Shiloh Henderson Patrick Lyster,Bille August
